starid,name,country,magnitude,constellation,date
HD 20040,Ryan Stevenson,Australia,7.54,Cam,2002-08-14
HD 178556,Cai Tai,China,9.63,Sgr,2002-08-18
HD 117062,Warta Susanti ,Indonesia,8.9,Com,2002-08-20
HD 218560,Lutfiyah Seif,Pakistan,6.21,Cep,2002-08-24
HD 214875,Rafidah Arian,Egypt,9.23,Gru,2002-08-27
HD 61860,David Aeschlimann ,Switzerland,8.89,CMi,2002-08-28
HD 123723,Vanessa Beckenbauer,Austria,8.45,Aps,2002-08-29
HD 84410,Carlie Morgan ,United Kingdom,8.59,Hya,2002-08-31
HD 265574,Rafaela Costa,Brazil,9.07,Gem,2002-09-01
HD 187663,Lucia Häfliger ,Switzerland,7.24,Sgr,2002-09-03
HD 119012,Carolina Palermo,Italy,8.46,Hya,2002-09-06
HD 57925,Kang Yü,China,7.74,Lyn,2002-09-08
HD 90875,Huma Safar,Saudi Arabia,8.74,UMa,2002-09-09
HD 178744,Isabella Slater,Australia,6.34,Aql,2002-09-10
HD 93833,Ain Hajjar,UAE,5.85,Sex,2002-09-12
HD 40887,Rafi'ah Bitar,Tunis,7.85,Col,2002-09-14
HD 75541,Manon Marin ,France,7.61,Car,2002-09-16
HD 211456,Indira Balay ,India,8.91,Cep,2002-09-20
HD 194881,Maria Dresdner,Austria,7.47,Pav,2002-09-26
HD 3078,Tyko Kauppinen,Finland,8.85,Cas,2002-09-27
HD 65390,Mandy Klug,Germany,7.07,Lyn,2002-10-01
HD 198502,Fawzah Dagher,Saudi Arabia,7.12,Mic,2002-10-02
HD 218845,Anmar Haddad,Bangladesh,7.92,Psc,2002-10-05
HD 195854,Dinora Olivas,Columbia,8.12,Cyg,2002-10-10
HD 137412,Gabrielly Martins,Brazil,9.74,Lup,2002-10-14
HD 138809,Giuseppa Tello,Spain,8.35,Lib,2002-10-23
HD 213378,Victor Mathieu ,Belgium,9.85,Aqr,2002-10-26
HD 40650,Yvonne Strauss,Germany,6.49,Aur,2002-10-27
HD 8390,Oskar Hidayat ,Indonesia,8.12,Scl,2002-10-30
HD 8867,Fatima Chowdhury ,India,9.6,Cet,2002-10-31
HD 42233,Takara Medrano,Chile,7.06,Ori,2002-11-01
HD 83313,Fred Murray ,United Kingdom,8.74,UMa,2002-11-03
HD 224377,Alexander Murphy,USA,8.21,Tuc,2002-11-05
HD 113069,Marina Rothschild,Austria,8.8,Vir,2002-11-12
HD 61273,Cai Mai,China,7.13,CMi,2002-11-15
HD 87559,Ruxandra Mihailescu ,Romania,7.76,Ant,2002-11-17
HD 185539,Carolyn Schneider ,USA,9.54,Sgr,2002-11-21
HD 43403,Madhavi Rampersad ,India,7.66,Aur,2002-11-22
HD 182761,Julieta Gomes,Brazil,6.31,Vul,2002-11-25
HD 133670,Gabriel Mlakar ,Croatia,6.13,Lib,2002-11-26
HD 132785,Dean Robinson ,United Kingdom,9.34,Lup,2002-11-29
HD 225786,Denise Gallet ,France,8.92,Cyg,2002-11-30
HD 70785,Tegan Clarke,USA,8.65,Cnc,2002-12-03
HD 120936,Xue Fang Fu,China,8.85,Vir,2002-12-05
HD 221312,Jade Claessens ,Belgium,8.1,Scl,2002-12-08
HD 21413,Maimun Asker,Egypt,7.44,Ret,2002-12-11
HD 220541,Anjum Mikhail,Algeria,7.55,Peg,2002-12-16
HD 7999,Simon Lundström,Sweden,8.93,Scl,2002-12-17
HD 115462,Shana Prohaska ,USA,8.44,Com,2002-12-22
HD 124929,Asalah Daher,Pakistan,7.72,Vir,2002-12-24
HD 20833,Turner Keeling ,USA,9.24,Per,2002-12-29
HD 95729,Kasturba Bhatti ,India,8.39,Vel,2002-12-31
HD 36116,Payal Prakash ,India,9.33,Ori,2003-01-02
HD 49072,Diamond Turner ,USA,9.53,CMa,2003-01-03
HD 121114,Lucy Atkinson,New Zealand,9.51,Cen,2003-01-04
HD 34853,Ablaa Tuma,Saudi Arabia,6.85,Aur,2003-01-05
HD 88418,Renato Betschart ,Switzerland,8.48,Sex,2003-01-06
HD 192982,Billy Nabimanya ,Nigeria,6.56,Cyg,2003-01-08
HD 10162,Panambi Santiago,Spain,7.28,Phe,2003-01-09
HD 90323,Chantal Becerra,Spain,8.27,Hya,2003-01-11
HD 107779,Laure Vandenberghe ,Belgium,9.73,Vir,2003-01-14
HD 66358,Vincent Da Costa ,France,5.9,Pup,2003-01-15
HD 77818,Samirah Kattan,Pakistan,7.62,UMa,2003-01-18
HD 35501,Yumn Arian,Iraq,7.43,Ori,2003-01-27
HD 93868,Camille Jerde ,USA,7.97,Vel,2003-01-28
HD 23674,Kartik Badami ,India,8.21,Cam,2003-01-30
HD 168850,Sofia Reid,Australia,8.73,Lyr,2003-02-02
HD 87023,Leonie Glockner,Austria,7.96,Ant,2003-02-07
HD 89242,Olyeksandr Pyetryenko ,Ukraine,8.68,Sex,2003-02-10
HD 239475,Leontin Stoica ,Romania,8.45,Cep,2003-02-11
HD 32166,Mariama Kruijt,South Africa,9.86,Cae,2003-02-13
HD 181799,Nitin Tandon ,India,7.14,Dra,2003-02-16
HD 64521,Georgina Fowler,USA,9.7,Pup,2003-03-01
HD 27595,Galina Bobrova,Russia,8.32,Per,2003-03-02
HD 211889,Lian Meng,China,7.63,Aqr,2003-03-03
HD 2021,Usaimah Zogby,Saudi Arabia,8.13,Psc,2003-03-08
HD 70612,Malik Aurora ,India,6.15,Pup,2003-03-09
HD 162467,Anton Lavrentiev,Russia,7.63,Her,2003-03-11
HD 217161,Dafna Zamudio,Spain,9.01,And,2003-03-14
HD 168322,Rachel Holt,USA,6.12,Lyr,2003-03-17
HD 62249,Ganesh Hans ,India,8.79,Pup,2003-03-21
HD 121365,Georgette D'Amore ,USA,7.19,Cir,2003-03-23
HD 9194,Georgia Smith ,United Kingdom,9.67,Phe,2003-03-25
HD 35223,Lucas Williams,USA,8.86,Ori,2003-03-27
HD 119667,Ansaldo Calvillo,Spain,8.43,Vir,2003-04-01
HD 174482,Yi Shih,China,8.6,Lyr,2003-04-07
HD 27531,Nikita Prashad ,India,9.06,Ret,2003-04-13
HD 46568,Bilqis Shamoun,Iraq,5.25,Col,2003-04-15
HD 241596,Beaufort Blais,Canada,9.93,Tau,2003-04-17
HD 10481,Philip Kälin ,Switzerland,6.2,Scl,2003-04-18
HD 146438,Umar Mitra ,India,9.96,Sco,2003-04-20
HD 156108,Bahij Abadi,Pakistan,8.86,Aps,2003-04-21
HD 221522,Betsabé Aponte,Mexico,9.67,Scl,2003-04-23
HD 77417,Olʲgua Antonyenko ,Ukraine,9.01,Vel,2003-04-24
HD 99385,Melissa Davidson,USA,7.04,Cen,2003-04-26
HD 126168,Bilqees Cham,Saudi Arabia,7.25,Dra,2003-04-28
HD 44393,Jennifer Eberhardt,Austria,8.72,Mon,2003-05-06
HD 81787,Nasmah Asker,Saudi Arabia,7.53,UMa,2003-05-14
HD 46031,Pascal Mathis ,Switzerland,6.38,Gem,2003-05-16
HD 200546,Deepesh Mehan ,India,7.07,Vul,2003-05-18
HD 159729,Aglae Roybal,Chile,8.86,Ara,2003-05-21
HD 185976,Raimo Frösén,Finland,8.3,Dra,2003-05-24
HD 89900,Riley Watts,New Zealand,8.19,Vel,2003-05-28
HD 890,Wu Wan,China,7.55,Cet,2003-05-29
HD 6253,Melanie Weissmuller,Austria,9.29,Cet,2003-05-30
HD 98709,Erin Power,USA,9.58,UMa,2003-05-31
HD 83069,Akhil Peri ,India,5.57,Leo,2003-06-02
HD 157723,Kajen Mulyani ,Indonesia,8.5,Ara,2003-06-03
HD 186077,Jude Blackburn,USA,8.35,Aql,2003-06-04
HD 29734,Lorena Kohler ,Switzerland,8.44,Tau,2003-06-05
HD 141517,Jasmine Murphy,USA,9.84,Lup,2003-06-06
HD 223331,Randall Zboncak ,USA,6.95,And,2003-06-09
HD 118020,Emelinda Argüello,Mexico,7.84,CVn,2003-06-10
HD 100551,Shannon Hunt,New Zealand,8.33,Crt,2003-06-13
HD 178652,Roxanne Reichel ,USA,8.92,Sgr,2003-06-16
HD 199085,Harvey Turnbull,Ireland,7.75,Aqr,2003-06-17
HD 110921,Anke König,Germany,9.3,Cen,2003-06-20
HD 208531,Manish Puri ,India,9.61,Cap,2003-06-22
HD 184786,Dennis Hahn,Austria,6,Cyg,2003-06-24
HD 224915,Tecla Nava,Columbia,9.04,Tuc,2003-06-26
HD 211785,Raju Mitter ,India,7.97,Peg,2003-07-05
HD 15022,Eugenia Pomerleau,Canada,7.89,Cas,2003-07-06
HD 25800,Monika Wirtz,Germany,6.72,Tau,2003-07-07
HD 105946,Liva Jeppesen,Denmark,7.3,CVn,2003-07-10
HD 199803,René Garcia ,France,8.61,Aqr,2003-07-13
HD 217036,Mats Lambert ,Belgium,9.35,Peg,2003-07-22
HD 213257,Ailen Benítez,Guatemala,9.26,Tuc,2003-07-25
HD 48651,Lara Gomes,Brazil,9.1,Pup,2003-08-01
HD 117204,Anaïs Leveque ,France,8.67,Com,2003-08-02
HD 156968,Juliane Kunze,Germany,7.94,Oph,2003-08-03
HD 42120,Purwanto Palastri ,Indonesia,8.31,Pic,2003-08-07
HD 44877,Garrison Jaime,Uruguay,9.36,Pup,2003-08-08
HD 62659,Abbi Olivárez,Argentina,8.55,Pup,2003-08-10
HD 194149,Ari Rice ,Philippines,6.94,Oct,2003-08-13
HD 24023,Martin Holmes ,United Kingdom,6.58,Hor,2003-08-14
HD 25501,Bianca Souza,Brazil,8.93,Eri,2003-08-16
HD 221844,Esma Özdenak ,Turkey,9.5,Phe,2003-08-17
HD 213342,Aalaa Maroun,UAE,7.29,Peg,2003-08-22
HD 179494,Albertine Méthot,Canada,8.41,Aql,2003-08-25
HD 145793,Molly Edwards ,United Kingdom,7.95,Sco,2003-08-31
HD 22403,Elise Hawkins,USA,7.28,Tau,2003-09-03
HD 6058,Giannina Velázquez,Chile,8.05,Hyi,2003-09-05
HD 131217,Kajal Atwal ,India,7.45,Cir,2003-09-07
HD 39439,Claudia Aeschlimann ,Switzerland,8.86,Ori,2003-09-08
HD 52494,Yasmine Hanania,Bangladesh,7.25,Men,2003-09-14
HD 130256,Ava Kent,USA,6.62,Vir,2003-09-16
HD 106732,Fatima Arian,Saudi Arabia,8.49,Oct,2003-09-18
HD 15724,Quiteria Becerra,Argentina,9.34,For,2003-09-19
HD 138231,Dewei Yü,China,9,CrB,2003-09-20
HD 204415,Ara Heathcote ,USA,7.15,Peg,2003-09-22
HD 11474,Mimi Gaitán,Spain,7.73,And,2003-09-23
HD 37642,Mitra Oquendo,Argentina,8.04,Ori,2003-09-24
HD 41331,Danial Wisoky ,USA,7.62,Aur,2003-09-27
HD 98152,Ethan Bennett ,United Kingdom,8.98,UMa,2003-09-29
HD 206837,Harrison Walters,USA,8.89,Gru,2003-10-06
HD 174291,Ulrich Jenni ,Switzerland,8.97,CrA,2003-10-08
HD 182898,Jun Hsing,China,7.41,Cyg,2003-10-12
HD 15259,Liang Liu,China,9.24,Cet,2003-10-15
HD 203452,Emma Hill ,United Kingdom,9.82,Oct,2003-10-22
HD 196196,Eleanor Jarvis,USA,7.67,Cyg,2003-10-25
HD 17443,Zarina Kryukova,Russia,8.74,Cas,2003-10-27
HD 140203,Cornelia Habibi ,Indonesia,8.21,Nor,2003-11-02
HD 234157,Endike Calvillo,Chile,9.15,Boo,2003-11-04
HD 96403,Taima' Fakhoury,Bangladesh,7.33,Crt,2003-11-07
HD 233728,Rumaythah Nahas,Saudi Arabia,9.43,UMa,2003-11-08
HD 207496,Zamrul Tek ,Malaysia,8.23,Oct,2003-11-10
HD 117214,Alisha Hayward,Ireland,8.08,Cen,2003-11-16
HD 119705,Sofie Svendsen,Denmark,7.23,Vir,2003-11-18
HD 205879,Hibat Allah Mifsud,Pakistan,7.64,Oct,2003-11-21
HD 80317,Nabeela Sayegh,Bangladesh,8.83,Hya,2003-11-22
HD 82068,Odell Greenholt ,USA,6.05,Car,2003-11-29
HD 126788,Chand Thakur ,India,8.56,Lup,2003-12-05
HD 317339,Heena Sing ,India,9.28,Sgr,2003-12-06
HD 235399,Mariana Roldán,Spain,9.13,Cyg,2003-12-10
HD 40231,Ferdinanda Cocci,Italy,9.39,Mon,2003-12-12
HD 177789,Yuliana Sirait ,Indonesia,8.47,Aql,2003-12-15
HD 160950,Idelina Roybal,Venezuela,6.36,Her,2003-12-24
HD 248587,Luana Ramón,Mexico,7.92,Ori,2003-12-26
HD 182613,Wisława Zielinska,Poland,8.59,Cyg,2004-01-01
HD 208442,Amber Morgan,Australia,6.72,Peg,2004-01-04
HD 25154,Sabir Bitar,Iraq,9.84,Eri,2004-01-09
HD 51021,Sylvia van der Arend,South Africa,6.48,Aur,2004-01-15
HD 21079,Nazeera Gerges,Egypt,9.02,For,2004-01-24
HD 123085,Sabine Trommler,Germany,8.35,CVn,2004-01-26
HD 67087,Elia Siegrist ,Switzerland,8.05,Gem,2004-01-29
HD 198714,Danu Najmudin ,Indonesia,8.3,Cap,2004-02-02
HD 212468,Moltas Henriksson,Sweden,7.07,Lac,2004-02-03
HD 198194,Guo Chiu,China,7.93,Cep,2004-02-04
HD 122530,Abbie Metcalfe,Australia,8.6,Vir,2004-02-07
HD 22489,Kauan Sousa,Portugal,6.53,Cam,2004-02-08
HD 40155,Zara Sehgal ,India,9.07,Pic,2004-02-12
HD 89062,Sep Tran,South Africa,5.59,Vel,2004-02-14
HD 126040,Helmi Kokko,Finland,9.6,Cen,2004-02-15
HD 15814,Ferid Çamdalı ,Turkey,6,Ari,2004-02-16
HD 154272,Wei Han,China,8.24,Aps,2004-02-17
HD 158293,Fusca Amaya,Argentina,8.95,Ara,2004-02-20
HD 19552,Liliána Kováts,Hungary,8.39,Cet,2004-02-22
HD 96710,Mandhur Sabbag,Bangladesh,7.61,Leo,2004-02-24
HD 78564,Cristal Regalado,Spain,7.81,Vel,2004-02-26
HD 206815,Lazim Sarraf,Algeria,8.77,Cap,2004-02-27
HD 232954,Santina Sisneros,Chile,9.53,Per,2004-02-29
HD 165937,Nurten van der Wilk,Netherlands,7.97,Pav,2004-03-13
HD 27383,Ágatha Alves,Portugal,6.85,Tau,2004-03-16
HD 27350,Silje Kristiansen,Denmark,8.77,Tau,2004-03-26
HD 143973,Elias Walser ,Switzerland,8.62,Oph,2004-03-27
HD 197833,'Izzah Nader,Iraq,8.76,Del,2004-04-03
HD 100510,Miles Runolfsdottir ,USA,9.81,Leo,2004-04-05
HD 180902,Gundenia Rivas,Mexico,7.78,Sgr,2004-04-06
HD 43931,Cheng Hsia,China,6.9,Ori,2004-04-14
HD 145037,Franziska Nussbaum,Austria,9.7,Nor,2004-04-22
HD 41473,Evan Skinner,USA,7.8,Col,2004-04-25
HD 147328,Livia Pereira,Brazil,9.03,Sco,2004-04-26
HD 24204,Eulah Ebert ,USA,8.82,Per,2004-04-30
HD 217147,Fulvia Sagese,Italy,9.07,Aqr,2004-05-03
HD 107356,Sofia Lavrova,Russia,8.76,Cru,2004-05-14
HD 201545,Gustava Trentino,Italy,6.96,Peg,2004-05-15
HD 111635,Iris Luján,Columbia,9.78,Cen,2004-05-23
HD 4550,Ava Thomas,USA,6.93,And,2004-05-25
HD 224099,Edelmira Castro,Peru,8.03,Cas,2004-05-31
HD 82419,Rosenda Mora,Spain,5.45,Vel,2004-06-03
HD 53164,Linus Henriksson,Sweden,8.02,Pup,2004-06-04
HD 140539,Quinten Braun ,USA,8.89,Ser,2004-06-05
HD 186772,Lời Hoàng,Vietnam,7.78,Tel,2004-06-07
HD 117777,Mikhaylo Shyevchyenko ,Ukraine,9.24,CVn,2004-06-09
HD 6559,Mayra Feest ,USA,6.12,Cet,2004-06-10
HD 134799,Hsin Shen,China,7.31,Lup,2004-06-12
HD 150554,Camilla Johansen,Norway,7.67,Her,2004-06-16
HD 140065,Anna Lavrentyeva,Russia,8.62,CrB,2004-06-18
HD 88423,Laerke Andreasen,Norway,8.71,Car,2004-06-20
HD 34247,Saurabh Murty ,India,6.93,Aur,2004-06-25
HD 182975,Tereza Veselá,Slovakia,8.39,Aql,2004-06-29
HD 197469,Tamara Muller ,USA,8.94,Mic,2004-07-11
HD 169650,Lucie Kopsová,Czech Republic,8.35,Sct,2004-07-13
HD 165502,Nayif Deeb,Saudi Arabia,7.79,Dra,2004-07-16
HD 167064,Benoît Jardine,Canada,8.97,Her,2004-07-17
HD 65982,Tâm Lưu,Vietnam,8.28,Pup,2004-07-19
HD 192934,Gunter Lebrón,Spain,6.28,Cyg,2004-07-20
HD 73155,Carmine Stiedemann ,USA,5.01,Vel,2004-07-21
HD 153625,Esmay de Swart,Netherlands,7.99,Her,2004-07-24
HD 169031,Reinate Kreukniet,Netherlands,6.83,Her,2004-07-25
HD 83448,Vitoria Lima,Brazil,8.1,Cam,2004-07-28
HD 114211,Emilly Barbosa,Brazil,8.55,Cen,2004-07-29
HD 214071,Bertrán García,Peru,6.96,Cep,2004-07-31
HD 19949,Iguazel Quiroz,Peru,8.69,Hor,2004-08-02
HD 96083,Kameron Ortiz ,USA,9.06,Vel,2004-08-04
HD 72430,Hrishikesh Arya ,India,7.6,Hya,2004-08-05
HD 143349,Sying Ts'ui,China,7.37,CrB,2004-08-08
HD 223700,Vignette Émond,Canada,7.06,Scl,2004-08-11
HD 6901,Raw'ah Arian,Morocco,7.86,And,2004-08-15
HD 18408,Tristan Barrientos,Canada,8.41,Hor,2004-08-17
HD 220330,Puspa Adriansyah ,Indonesia,6.57,Gru,2004-08-18
HD 72687,Lila Archuleta,Uruguay,8.26,Pyx,2004-08-24
HD 98008,Heru Damanik ,Indonesia,9.18,Crt,2004-08-26
HD 28218,Mukti Butala ,India,7.58,Tau,2004-08-31
HD 170798,Nikolaos iatrithes ,Greece,9.35,Sgr,2004-09-10
HD 199612,Yul Kuo,China,5.92,Cyg,2004-09-13
HD 170313,Basha'ir Kattan,Saudi Arabia,7.88,Lyr,2004-09-14
HD 80225,Anna Syeryeda ,Ukraine,9.94,Vel,2004-09-15
HD 9851,Alice Silva,Brazil,7.62,Hyi,2004-09-17
HD 3795,Livia Correia,Brazil,6.14,Cet,2004-09-19
HD 118520,Drake Altenwerth ,USA,6,Cen,2004-09-21
HD 54289,Frédéric Voisin ,France,8.86,Car,2004-09-22
HD 6718,Indalecia Barajas,Peru,8.45,Cet,2004-09-23
HD 162753,Yi Min Fan,China,7.81,Oph,2004-09-24
HD 122052,Tarsicia Matías,Argentina,7.26,Boo,2004-09-26
HD 134359,Miloslava Hrbáčová,Czech Republic,8.62,Lib,2004-09-29
HD 163544,Jack Fisher,USA,8.41,Pav,2004-10-01
HD 142871,Dulce Klein ,USA,8.5,Nor,2004-10-11
HD 69729,Berkay Sözeri ,Turkey,8.94,Vel,2004-10-13
HD 123057,Sahil Balasubramanian ,India,9.91,Cen,2004-10-14
HD 178439,Pascua Bernal,Spain,7.79,Sgr,2004-10-17
HD 215902,Maxine Metz ,USA,9.14,PsA,2004-10-20
HD 111012,Myriam Gorczany ,USA,7.56,Mus,2004-10-21
HD 130446,Hui T'ao,China,7.48,Boo,2004-10-22
HD 76331,Chow Sung,China,8.06,UMa,2004-10-24
HD 82569,Aimé Fabre ,France,7.28,UMa,2004-10-31
HD 22566,Yue Wan Li,China,8.64,Per,2004-11-04
HD 130967,Ville-Veik Seppälä,Finland,8.96,Cir,2004-11-09
HD 73316,Enzo Heymans ,Belgium,6.54,Cnc,2004-11-10
HD 77431,Nikola Rosecká,Slovakia,7.56,Vel,2004-11-16
HD 96593,Maysaa Maalouf,Saudi Arabia,9.46,Leo,2004-11-18
HD 134645,Bernadette Jost ,Switzerland,7.24,Dra,2004-11-22
HD 63056,Jimmie Schumm ,USA,7.05,Vol,2004-11-23
HD 90774,Theo Ross ,United Kingdom,7.57,Car,2004-11-24
HD 212378,Katja Sanger,Germany,7.33,Peg,2004-11-25
HD 93213,Bagwati Rama ,India,7.91,UMa,2004-11-28
HD 15625,Josephine Avilés,Chile,7,And,2004-12-01
HD 77946,Keenan Streich ,USA,8.99,UMa,2004-12-02
HD 76025,Patrik Slangen,Netherlands,7.82,Cnc,2004-12-03
HD 133973,Munif Quraishi,Saudi Arabia,8.64,Lup,2004-12-05
HD 207183,Aadab Shadid,Saudi Arabia,8.42,Cyg,2004-12-06
HD 194667,Clizia Ferri,Italy,8.35,Cyg,2004-12-10
HD 62727,Dalila Sanabria,Argentina,8.17,Pup,2004-12-14
HD 75970,Shiyam Fakhoury,UAE,9.6,Vol,2004-12-16
HD 25740,Shaiming Hung,China,8.12,Hor,2004-12-17
HD 35913,Tove Riihijärvi,Finland,8.68,Ori,2004-12-18
HD 202743,Jumyeong Heo ,South Korea,8.53,Ind,2004-12-19
HD 96536,Jörg Weiß,Germany,8.28,Cen,2004-12-25
HD 24262,Cirinea Saldivar,Argentina,8.26,Tau,2004-12-30
HD 202796,Angelina Palermo,Italy,8.23,Cyg,2005-01-03
HD 40679,Shamilah Hanania,Pakistan,7.45,Ori,2005-01-04
HD 225003,Charlotte Daly,USA,5.7,Psc,2005-01-12
HD 159001,Leif Huels ,USA,9.69,Her,2005-01-15
HD 8500,Harimurti Haryanto ,Indonesia,9.56,Phe,2005-01-16
HD 145671,Pia Wastuti ,Indonesia,9,TrA,2005-01-17
HD 219113,Maria Oliveira,Brazil,7.4,Psc,2005-01-20
HD 220815,Feng Chin,China,8.44,Phe,2005-01-21
HD 52936,Wani Saptono ,Indonesia,8.58,Aur,2005-01-22
HD 153116,Harrison Knight ,United Kingdom,7.46,Oph,2005-01-31
HD 172969,Jun No ,South Korea,8.61,CrA,2005-02-03
HD 14462,Aline Alves,Portugal,7.65,Cet,2005-02-07
HD 214993,Halah Kalb,Pakistan,5.25,Lac,2005-02-10
HD 79601,Tiong Qiu Husna ,Malaysia,8.01,Vel,2005-02-12
HD 152373,Astrid Lenoir ,France,8.64,Ara,2005-02-17
HD 223783,Laura North,USA,7.61,Aqr,2005-02-19
HD 41344,Daniela Sedláčková,Czech Republic,7.75,Ori,2005-02-20
HD 75190,Andrée Ruiz ,France,8.3,Cnc,2005-02-21
HD 59688,Yi Tien,China,7.28,CMi,2005-02-23
HD 54405,Shuhrah Samaha,Morocco,7.77,Gem,2005-02-24
HD 37430,Ilias Roels ,Belgium,6.15,Col,2005-02-27
HD 87531,Rama Kuswoyo ,Indonesia,7.61,LMi,2005-03-05
HD 203019,Opan Prasetyo ,Indonesia,7.84,Mic,2005-03-07
HD 209083,Jeremy Scott ,United Kingdom,8.86,PsA,2005-03-14
HD 17877,Tom Lehner ,USA,9.06,Hor,2005-03-15
HD 17075,John Olofsson,Sweden,8.57,Cas,2005-03-17
HD 86946,Janina Komarova,Russia,9.02,Leo,2005-03-18
HD 91566,Aritófanes Garica,Mexico,7.64,Sex,2005-03-23
HD 126194,Sophia Williamson,USA,6.7,Cen,2005-03-25
HD 43502,Yue Yan Tsao,China,7.59,CMa,2005-03-29
HD 44832,Giovana Sousa,Brazil,8.2,Aur,2005-03-30
HD 45284,Mukul Hegde ,India,7.38,Mon,2005-03-31
HD 102226,Lara Lucas,USA,8.03,UMa,2005-04-01
HD 186903,Li Hua Hsu,China,7.85,Vul,2005-04-02
HD 27867,Hallie Aufderhar ,USA,9.17,Hyi,2005-04-03
HD 36283,Ditte Thygesen,Norway,8.64,Tau,2005-04-04
HD 88517,Krin Valdivia,Argentina,8.42,Sex,2005-04-06
HD 177778,Ella Stevens ,United Kingdom,7.99,Dra,2005-04-12
HD 81269,Shing Hsieh,China,8.83,Hya,2005-04-17
HD 217549,İrem Küçükler ,Turkey,8.57,Gru,2005-04-18
HD 135221,Sophia Ibragimova,Russia,8.73,Ser,2005-04-21
HD 41670,Larissa Schüpbach ,Switzerland,9.28,Pup,2005-04-30
HD 202844,Tzípora Casas,Peru,8.24,Mic,2005-05-01
HD 129080,Sufyan Maalouf,Bangladesh,9.19,Boo,2005-05-03
HD 146239,'A'idah Hakimi,Egypt,9.12,Sco,2005-05-04
HD 18440,Rigel Segovia,Columbia,8.12,Per,2005-05-08
HD 176650,Kitty Schoof,Netherlands,7.07,Aql,2005-05-11
HD 19415,Fritz Parisian ,USA,8.77,For,2005-05-12
HD 169578,Kifah Nader,Bangladesh,6.73,Ser,2005-05-14
HD 56709,Jodie Barry,USA,7.57,Cam,2005-05-15
HD 140769,Phebe Konings,Netherlands,8.29,Boo,2005-05-16
HD 111653,Josefine Bak,Denmark,9.57,Cen,2005-05-19
HD 120666,Delaney Renner ,USA,8.87,Boo,2005-05-20
HD 99788,Arthur Robertson ,United Kingdom,9.05,Leo,2005-05-22
HD 219619,Anja Metzger,Germany,8.59,Gru,2005-05-26
HD 20686,Anne-Jet Klijsen,South Africa,8.56,Hor,2005-06-04
HD 183511,Tania Valdés,Uruguay,7.64,Aql,2005-06-05
HD 212212,Cecilie Rasmussen,Norway,6.54,Lac,2005-06-08
HD 140776,Johanna Bergmann,Austria,8.21,Ser,2005-06-09
HD 204651,Abir Asker,Bangladesh,8.89,Ind,2005-06-10
HD 37986,Nehueln Benavidez,Guatemala,7.36,Lep,2005-06-11
HD 68809,Ola Wisoky ,USA,7.92,Vel,2005-06-15
HD 26002,Madilyn Lynch ,USA,8.48,Eri,2005-06-16
HD 102348,Faithon Koronaios ,Greece,8.71,Cen,2005-06-19
HD 171226,Katherine Oliver,USA,8.79,Sgr,2005-06-23
HD 29626,Bảy Văn,Vietnam,7.3,Eri,2005-07-08
HD 27470,Danielle Simpson,USA,7.86,Eri,2005-07-09
HD 128127,Evert Hessel ,USA,9.32,Dra,2005-07-11
HD 18980,Manjari Somani ,India,8.24,Cas,2005-07-12
HD 103945,Kateřina Benešová,Czech Republic,6.7,Vir,2005-07-22
HD 25840,Brigitte Braun,Germany,8.61,Eri,2005-07-24
HD 167686,Omaima Gorter,Netherlands,7.01,Sgr,2005-08-09
HD 194767,Maria Robinson ,United Kingdom,8.31,Aql,2005-08-11
HD 41269,Lauren Barnett,USA,6.23,Aur,2005-08-18
HD 115247,Viv Aranda,Peru,7.66,Vir,2005-08-24
HD 178332,Habbab Basara,UAE,8.24,Aql,2005-08-27
HD 10322,Alisha Morgan,Ireland,8.48,And,2005-08-29
HD 215105,Emily Sandberg,Sweden,9.49,Gru,2005-09-01
HD 198990,Ágatha Pereira,Brazil,8.45,Aqr,2005-09-03
HD 146988,Hui Ying Chang,China,8.49,Dra,2005-09-04
HD 194281,Rosilda Valadez,Spain,8.32,Cyg,2005-09-06
HD 41592,Surya Laksita ,Indonesia,8.39,Gem,2005-09-08
HD 26345,Ivor Marković ,Croatia,6.61,Tau,2005-09-10
HD 200290,Martin Stancu ,Romania,7.82,Vul,2005-09-16
HD 54401,Orazio Villalpando,Spain,8.25,Lyn,2005-09-22
HD 116173,Seoyeong Mun ,South Korea,7.2,Com,2005-09-25
HD 11839,Alessio Daems ,Belgium,8.06,And,2005-10-03
HD 234036,Rosa Pluim,Netherlands,8.9,CVn,2005-10-08
HD 29738,Koray Eliçin ,Turkey,9.57,Dor,2005-10-12
HD 184439,Hajar Khouri,Tunis,7.73,Sgr,2005-10-13
HD 6612,Rahmi Usamah ,Indonesia,7.14,And,2005-10-17
HD 215400,Keeley Johnson ,United Kingdom,8.79,Lac,2005-10-20
HD 150376,Carla Goncalves,Brazil,8.34,TrA,2005-10-21
HD 53098,Devendra Sathe ,India,9.33,Pup,2005-10-25
HD 215227,Irsad Adriansyah ,Indonesia,8.75,Lac,2005-10-27
HD 196929,Dustin Bashirian ,USA,6.94,Del,2005-11-02
HD 224767,Juliana Lovato,Spain,8.56,Oct,2005-11-07
HD 61010,Seoyeong Hyeon ,South Korea,8.43,Cam,2005-11-08
HD 98949,Anastasіya Kravchyenko ,Ukraine,7.52,Hya,2005-11-11
HD 13214,Seongmin Gang ,South Korea,9.67,Cet,2005-11-15
